,title,main_speaker,website_link,event
1212,Tracking ancient diseases using ... plaque,Christina Warinner,"https://www.ted.com/talks/christina_warinner_tracking_ancient_diseases_using_plaque
",TED2012
1213,Is our universe the only universe?,Brian Greene,"https://www.ted.com/talks/brian_greene_why_is_our_universe_fine_tuned_for_life
",TED2012
1214,How to buy happiness,Michael Norton,"https://www.ted.com/talks/michael_norton_how_to_buy_happiness
",TEDxCambridge
1215,Just how small is an atom?,Jon Bergmann,"https://www.ted.com/talks/just_how_small_is_an_atom
",TED-Ed
1216,The 4 commandments of cities,Eduardo Paes,"https://www.ted.com/talks/eduardo_paes_the_4_commandments_of_cities
",TED2012
1217,Texting that saves lives,Nancy Lublin,"https://www.ted.com/talks/nancy_lublin_texting_that_saves_lives
",TED2012
1218,How to use a paper towel,Joe Smith,"https://www.ted.com/talks/joe_smith_how_to_use_a_paper_towel
",TEDxConcordiaUPortland
1219,Gaming for understanding,Brenda Romero,"https://www.ted.com/talks/brenda_brathwaite_gaming_for_understanding
",TEDxPhoenix
1220,A new museum wing ... in a giant bubble,Liz Diller,"https://www.ted.com/talks/liz_diller_a_giant_bubble_for_debate
",TED2012
1221,A 40-year plan for energy,Amory Lovins,"https://www.ted.com/talks/amory_lovins_a_50_year_plan_for_energy
",TEDSalon NY2012
1222,Sculpting waves in wood and time,Reuben Margolin,"https://www.ted.com/talks/reuben_margolin_sculpting_waves_in_wood_and_time
",TED2012
1223,Tracking our online trackers,Gary Kovacs,"https://www.ted.com/talks/gary_kovacs_tracking_the_trackers
",TED2012
1224,Perspective is everything,Rory Sutherland,"https://www.ted.com/talks/rory_sutherland_perspective_is_everything
",TEDxAthens
1225,A teen just trying to figure it out,Tavi Gevinson,"https://www.ted.com/talks/tavi_gevinson_a_teen_just_trying_to_figure_it_out
",TEDxTeen
1226,From stigma to supermodel,Rick Guidotti,"https://www.ted.com/talks/rick_guidotti_from_stigma_to_supermodel
",TEDxPhoenix
1227,Music and emotion through time,Michael Tilson Thomas,"https://www.ted.com/talks/michael_tilson_thomas_music_and_emotion_through_time
",TED2012
1228,Information is food,JP Rangaswami,"https://www.ted.com/talks/jp_rangaswami_information_is_food
",TED@SXSWi
1229,"Unseen footage, untamed nature",Karen Bass,"https://www.ted.com/talks/karen_bass_unseen_footage_untamed_nature
",TED2012
1230,Feats of memory anyone can do,Joshua Foer,"https://www.ted.com/talks/joshua_foer_feats_of_memory_anyone_can_do
",TED2012
1231,"404, the story of a page not found",Renny Gleeson,"https://www.ted.com/talks/renny_gleeson_404_the_story_of_a_page_not_found
",TED2012
1232,Beethoven the businessman,José Bowen,"https://www.ted.com/talks/jose_bowen_beethoven_the_businessman
",TEDxSMU
1233,3 new ways to kill mosquitoes,Bart Knols,"https://www.ted.com/talks/bart_knols_cheese_dogs_and_pills_to_end_malaria
",TEDxMaastricht
1234,The optimism bias,Tali Sharot,"https://www.ted.com/talks/tali_sharot_the_optimism_bias
",TED2012
1235,The mathematics of history,Jean-Baptiste Michel,"https://www.ted.com/talks/jean_baptiste_michel_the_mathematics_of_history
",TED2012
1236,How to build your creative confidence,David Kelley,"https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence
",TED2012
1237,How to look inside the brain,Carl Schoonover,"https://www.ted.com/talks/carl_schoonover_how_to_look_inside_the_brain
",TED2012
1238,One year of turning the world inside out,JR,"https://www.ted.com/talks/jr_one_year_of_turning_the_world_inside_out
",TED2012
1239,"Cheap, effective shelter for disaster relief",Michael McDaniel,"https://www.ted.com/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief
",TEDxAustin
1240,The sea we've hardly seen,Melissa Garren,"https://www.ted.com/talks/melissa_garren_the_sea_we_ve_hardly_seen
",TEDxMonterey
1241,What's left to explore?,Nathan Wolfe,"https://www.ted.com/talks/nathan_wolfe_what_s_left_to_explore
",TED2012
1242,Religions and babies,Hans Rosling,"https://www.ted.com/talks/hans_rosling_religions_and_babies
",TEDxSummit
1243,The journey across the high wire,Philippe Petit,"https://www.ted.com/talks/philippe_petit_the_journey_across_the_high_wire
",TED2012
1244,HIV -- how to fight an epidemic of bad laws,Shereen El-Feki,"https://www.ted.com/talks/shereen_el_feki_how_to_fight_an_epidemic_of_bad_laws
",TEDxSummit
1245,Beats that defy boxes,Reggie Watts,"https://www.ted.com/talks/reggie_watts_disorients_you_in_the_most_entertaining_way
",TED2012
1246,A reality check on renewables,David MacKay,"https://www.ted.com/talks/david_mackay_a_reality_check_on_renewables
",TEDxWarwick
1247,4 lessons from robots about being human,Ken Goldberg,"https://www.ted.com/talks/ken_goldberg_4_lessons_from_robots_about_being_human
",TEDxBerkeley
1248,Revealing the lost codex of Archimedes,William Noel,"https://www.ted.com/talks/william_noel_revealing_the_lost_codex_of_archimedes
",TEDxSummit
1249,The attitudes that sparked Arab Spring,Dalia Mogahed,"https://www.ted.com/talks/dalia_mogahed_the_attitudes_that_sparked_arab_spring
",TEDxSummit
1250,What your designs say about you,Sebastian Deterding,"https://www.ted.com/talks/sebastian_deterding_what_your_designs_say_about_you
",TEDxHogeschoolUtrecht
1251,Dancing with light,Quixotic Fusion,"https://www.ted.com/talks/quixotic_fusion_dancing_with_light
",TED2012
1252,ET is (probably) out there -- get ready,Seth Shostak,"https://www.ted.com/talks/seth_shostak_et_is_probably_out_there_get_ready
",TEDxSanJoseCA
1253,A new way to stop identity theft,David Birch,"https://www.ted.com/talks/david_birch_identity_without_a_name
",TEDxSussexUniversity
1254,Will our kids be a different species?,Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_will_our_kids_be_a_different_species
",TEDxSummit
1255,What we didn't know about penis anatomy,Diane Kelly,"https://www.ted.com/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy
",TEDMED 2012
1256,Why is 'x' the unknown?,Terry Moore,"https://www.ted.com/talks/terry_moore_why_is_x_the_unknown
",TED2012
1257,Mining minerals from seawater,Damian Palin,"https://www.ted.com/talks/damian_palin_mining_minerals_from_seawater
",TED2012
1258,"Design, explained.",John Hodgman,"https://www.ted.com/talks/john_hodgman_design_explained
",TED2012
1259,A new way to diagnose autism,Ami Klin,"https://www.ted.com/talks/ami_klin_a_new_way_to_diagnose_autism
",TEDxPeachtree
1260,We are all designers,John Hockenberry,"https://www.ted.com/talks/john_hockenberry_we_are_all_designers
",TED2012
1261,What if our healthcare system kept us healthy?,Rebecca Onie,"https://www.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy
",TEDMED 2012
1262,The shared wonder of film,Beeban Kidron,"https://www.ted.com/talks/beeban_kidron_the_shared_wonder_of_film
",TEDSalon London Spring 2012
1263,Archaeology from space,Sarah Parcak,"https://www.ted.com/talks/sarah_parcak_archeology_from_space
",TED2012
1264,The myth of the gay agenda,LZ Granderson,"https://www.ted.com/talks/lz_granderson_the_myth_of_the_gay_agenda
",TEDxGrandRapids
1265,Pop an ollie and innovate!,Rodney Mullen,"https://www.ted.com/talks/rodney_mullen_pop_an_ollie_and_innovate
",TEDxUSC
1266,Women should represent women in media,Megan Kamerick,"https://www.ted.com/talks/megan_kamerick_women_should_represent_women_in_media
",TEDxABQ
1267,Lessons from death row inmates,David R. Dow,"https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates
",TEDxAustin
1268,Are we over-medicalized?,Ivan Oransky,"https://www.ted.com/talks/ivan_oransky_are_we_over_medicalized
",TEDMED 2012
1269,The electric rise and fall of Nikola Tesla,Marco Tempest,"https://www.ted.com/talks/marco_tempest_the_electric_rise_and_fall_of_nikola_tesla
",TED2012
1270,"The 100,000-student classroom",Peter Norvig,"https://www.ted.com/talks/peter_norvig_the_100_000_student_classroom
",TED2012
1271,How to air-condition outdoor spaces,Wolfgang Kessling,"https://www.ted.com/talks/wolfgang_kessling_how_to_air_condition_outdoor_spaces
",TEDxSummit
1272,Tour the solar system from home,Jon Nguyen,"https://www.ted.com/talks/jon_nguyen_tour_the_solar_system_from_home
",TEDxSanDiego
1273,India's invisible innovation,Nirmalya Kumar,"https://www.ted.com/talks/nirmalya_kumar_india_s_invisible_entrepreneurs
",TEDxLondonBusinessSchool
1274,Advice to a young scientist,E.O. Wilson,"https://www.ted.com/talks/e_o_wilson_advice_to_young_scientists
",TEDMED 2012
1275,Reinventing the encyclopedia game,Rives,"https://www.ted.com/talks/rives_reinventing_the_encyclopedia_game
",TEDxSummit
1276,How Arduino is open-sourcing imagination,Massimo Banzi,"https://www.ted.com/talks/massimo_banzi_how_arduino_is_open_sourcing_imagination
",TEDGlobal 2012
1277,Four principles for the open world,Don Tapscott,"https://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1
",TEDGlobal 2012
1278,A tale of mental illness -- from the inside,Elyn Saks,"https://www.ted.com/talks/elyn_saks_seeing_mental_illness
",TEDGlobal 2012
1279,The levitating superconductor,Boaz Almog,"https://www.ted.com/talks/boaz_almog_levitates_a_superconductor
",TEDGlobal 2012
1280,How I'm preparing to get Alzheimer's,Alanna Shaikh,"https://www.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s
",TEDGlobal 2012
1281,What's your 200-year plan?,Raghava KK,"https://www.ted.com/talks/raghava_kk_what_s_your_200_year_plan
",TEDxSummit
1282,A novel idea for cleaning up oil spills,Cesar Harada,"https://www.ted.com/talks/cesar_harada_a_novel_idea_for_cleaning_up_oil_spills
",TEDxSummit
1283,A young guitarist meets his hero,Usman Riaz + Preston Reed,"https://www.ted.com/talks/usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero
",TEDGlobal 2012
1284,The game that can give you 10 extra years of life,Jane McGonigal,"https://www.ted.com/talks/jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life
",TEDGlobal 2012
1285,Meet your microbes,Jonathan Eisen,"https://www.ted.com/talks/jonathan_eisen_meet_your_microbes
",TEDMED 2012
1286,"The future race car -- 150mph, and no driver",Chris Gerdes,"https://www.ted.com/talks/chris_gerdes_the_future_race_car_150mph_and_no_driver
",TEDxStanford
1287,A vision of crimes in the future,Marc Goodman,"https://www.ted.com/talks/marc_goodman_a_vision_of_crimes_in_the_future
",TEDGlobal 2012
1288,New ways to see music (with color! and fire!),Jared Ficklin,"https://www.ted.com/talks/jared_ficklin_new_ways_to_see_music_with_color_and_fire
",TED2012
1289,How to fool a GPS,Todd Humphreys,"https://www.ted.com/talks/todd_humphreys_how_to_fool_a_gps
",TEDxAustin
1290,Capturing memories in video art,Gabriel Barcia-Colombo,"https://www.ted.com/talks/gabriel_barcia_colombo_capturing_memories_in_video_art
",TED2012
1291,Experiments that point to a new understanding of cancer,Mina Bissell,"https://www.ted.com/talks/mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer
",TEDGlobal 2012
1292,Let's crowdsource the world's goals,Jamie Drummond,"https://www.ted.com/talks/jamie_drummond_how_to_set_goals_for_the_world
",TEDGlobal 2012
1293,Sometimes it's good to give up the driver's seat,Baba Shiv,"https://www.ted.com/talks/baba_shiv_sometimes_it_s_good_to_give_up_the_driver_s_seat
",TEDxStanford
1294,Image recognition that triggers augmented reality,Matt Mills,"https://www.ted.com/talks/matt_mills_image_recognition_that_triggers_augmented_reality
",TEDGlobal 2012
1295,I listen to color,Neil Harbisson,"https://www.ted.com/talks/neil_harbisson_i_listen_to_color
",TEDGlobal 2012
1296,The greatest machine that never was,John Graham-Cumming,"https://www.ted.com/talks/john_graham_cumming_the_greatest_machine_that_never_was
",TEDxImperialCollege
1297,Technology crafts for the digitally underserved,Vinay Venkatraman,"https://www.ted.com/talks/vinay_venkatraman_technology_crafts_for_the_digitally_underserved
",TEDxSummit
1298,A Navy Admiral's thoughts on global security,James Stavridis,"https://www.ted.com/talks/james_stavridis_how_nato_s_supreme_commander_thinks_about_global_security
",TEDGlobal 2012
1299,Your phone company is watching,Malte Spitz,"https://www.ted.com/talks/malte_spitz_your_phone_company_is_watching
",TEDGlobal 2012
1300,Finding the story inside the painting,Tracy Chevalier,"https://www.ted.com/talks/tracy_chevalier_finding_the_story_inside_the_painting
",TEDSalon London Spring 2012
1301,Imaging at a trillion frames per second,Ramesh Raskar,"https://www.ted.com/talks/ramesh_raskar_a_camera_that_takes_one_trillion_frames_per_second
",TEDGlobal 2012
1302,Building unimaginable shapes,Michael Hansmeyer,"https://www.ted.com/talks/michael_hansmeyer_building_unimaginable_shapes
",TEDGlobal 2012
1303,Every city needs healthy honey bees,Noah Wilson-Rich,"https://www.ted.com/talks/noah_wilson_rich_every_city_needs_healthy_honey_bees
",TEDxBoston 2012
1304,When a reporter becomes the story,Giles Duley,"https://www.ted.com/talks/giles_duley_when_a_reporter_becomes_the_story
",TEDxObserver
1305,Behind the Great Firewall of China,Michael Anti,"https://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china
",TEDGlobal 2012
1306,A teacher growing green in the South Bronx,Stephen Ritz,"https://www.ted.com/talks/stephen_ritz_a_teacher_growing_green_in_the_south_bronx
",TEDxManhattan
1307,What we're learning from online education,Daphne Koller,"https://www.ted.com/talks/daphne_koller_what_we_re_learning_from_online_education
",TEDGlobal 2012
1308,(Re)touching lives through photos,Becci Manson,"https://www.ted.com/talks/becci_manson_re_touching_lives_through_photos
",TEDGlobal 2012
1309,The mad scientist of music,Mark Applebaum,"https://www.ted.com/talks/mark_applebaum_the_mad_scientist_of_music
",TEDxStanford
1310,Is life really that complex?,Hannah Fry,"https://www.ted.com/talks/hannah_fry_is_life_really_that_complex
",TEDxUCL
1311,Fighting with nonviolence,Scilla Elworthy,"https://www.ted.com/talks/scilla_elworthy_fighting_with_non_violence
",TEDxExeter
1312,Dare to disagree,Margaret Heffernan,"https://www.ted.com/talks/margaret_heffernan_dare_to_disagree
",TEDGlobal 2012
1313,A test for Parkinson's with a phone call,Max Little,"https://www.ted.com/talks/max_little_a_test_for_parkinson_s_with_a_phone_call
",TEDGlobal 2012
1314,How we can eat our landscapes,Pam Warhurst,"https://www.ted.com/talks/pam_warhurst_how_we_can_eat_our_landscapes
",TEDSalon London Spring 2012
1315,Embrace the remix,Kirby Ferguson,"https://www.ted.com/talks/kirby_ferguson_embrace_the_remix
",TEDGlobal 2012
1316,Photos that bear witness to modern slavery,Lisa Kristine,"https://www.ted.com/talks/lisa_kristine_glimpses_of_modern_day_slavery
",TEDxMaui
1317,What's a snollygoster? A short lesson in political speak,Mark Forsyth,"https://www.ted.com/talks/mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak
",TEDxHousesOfParliament
1318,Can democracy exist without trust?,Ivan Krastev,"https://www.ted.com/talks/ivan_krastev_can_democracy_exist_without_trust
",TEDGlobal 2012
1319,How to step up in the face of disaster,Caitria + Morgan O'Neill,"https://www.ted.com/talks/caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster
",TEDxBoston 2012
1320,Strange answers to the psychopath test,Jon Ronson,"https://www.ted.com/talks/jon_ronson_strange_answers_to_the_psychopath_test
",TED2012
1321,"Design for people, not awards",Timothy Prestero,"https://www.ted.com/talks/timothy_prestero_design_for_people_not_awards
",TEDxBoston 2012
1322,The art of creating awe,Rob Legato,"https://www.ted.com/talks/rob_legato_the_art_of_creating_awe
",TEDGlobal 2012
1323,The power of the informal economy,Robert Neuwirth,"https://www.ted.com/talks/robert_neuwirth_the_power_of_the_informal_economy
",TEDGlobal 2012
1324,The rise of human-computer cooperation,Shyam Sankar,"https://www.ted.com/talks/shyam_sankar_the_rise_of_human_computer_cooperation
",TEDGlobal 2012
1325,"Sculpted space, within and without",Antony Gormley,"https://www.ted.com/talks/antony_gormley_sculpted_space_within_and_without
",TEDGlobal 2012
1326,Energy from floating algae pods,Jonathan Trent,"https://www.ted.com/talks/jonathan_trent_energy_from_floating_algae_pods
",TEDGlobal 2012
1327,Brilliant designs to fit more people in every city,Kent Larson,"https://www.ted.com/talks/kent_larson_brilliant_designs_to_fit_more_people_in_every_city
",TEDxBoston 2012
1328,Why eyewitnesses get it wrong,Scott Fraser,"https://www.ted.com/talks/scott_fraser_the_problem_with_eyewitness_testimony
",TEDxUSC
1329,Mental health for all by involving all,Vikram Patel,"https://www.ted.com/talks/vikram_patel_mental_health_for_all_by_involving_all
",TEDGlobal 2012
1330,The voices of China's workers,Leslie T. Chang,"https://www.ted.com/talks/leslie_t_chang_the_voices_of_china_s_workers
",TEDGlobal 2012
1331,The promise of research with stem cells,Susan Solomon,"https://www.ted.com/talks/susan_solomon_the_promise_of_research_with_stem_cells
",TEDGlobal 2012
1332,A choreographer's creative process in real time,Wayne McGregor,"https://www.ted.com/talks/wayne_mcgregor_a_choreographer_s_creative_process_in_real_time
",TEDGlobal 2012
1333,Demand a more open-source government,Beth Noveck,"https://www.ted.com/talks/beth_noveck_demand_a_more_open_source_government
",TEDGlobal 2012
1334,The global food waste scandal,Tristram Stuart,"https://www.ted.com/talks/tristram_stuart_the_global_food_waste_scandal
",TEDSalon London Spring 2012
1335,The mysterious workings of the adolescent brain,Sarah-Jayne Blakemore,"https://www.ted.com/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain
",TEDGlobal 2012
1336,Why architects need to use their ears,Julian Treasure,"https://www.ted.com/talks/julian_treasure_why_architects_need_to_use_their_ears
",TEDGlobal 2012
1337,Discover the physical side of the internet,Andrew Blum,"https://www.ted.com/talks/andrew_blum_what_is_the_internet_really
",TEDGlobal 2012
1338,Demand a fair trade cell phone,Bandi Mbubi,"https://www.ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone
",TEDxExeter
1339,A story about knots and surgeons,Ed Gavagan,"https://www.ted.com/talks/ed_gavagan_a_story_about_knots_and_surgeons
",TEDMED 2012
1340,The currency of the new economy is trust,Rachel Botsman,"https://www.ted.com/talks/rachel_botsman_the_currency_of_the_new_economy_is_trust
",TEDGlobal 2012
1341,Are droids taking our jobs?,Andrew McAfee,"https://www.ted.com/talks/andrew_mcafee_are_droids_taking_our_jobs
",TEDxBoston 2012
1342,"What we're learning from 5,000 brains",Read Montague,"https://www.ted.com/talks/read_montague_what_we_re_learning_from_5_000_brains
",TEDGlobal 2012
1343,How the Internet will (one day) transform government,Clay Shirky,"https://www.ted.com/talks/clay_shirky_how_the_internet_will_one_day_transform_government
",TEDGlobal 2012
1344,An animated tour of the invisible,John Lloyd,"https://www.ted.com/talks/john_lloyd_an_animated_tour_of_the_invisible
",TED-Ed
1345,What doctors don't know about the drugs they prescribe,Ben Goldacre,"https://www.ted.com/talks/ben_goldacre_what_doctors_don_t_know_about_the_drugs_they_prescribe
",TEDMED 2012
1346,A thousand times no,Bahia Shehab,"https://www.ted.com/talks/bahia_shehab_a_thousand_times_no
",TEDGlobal 2012
1347,Making sense of maps,Aris Venetikidis,"https://www.ted.com/talks/aris_venetikidis_making_sense_of_maps
",TEDxDublin
1348,Let's prepare for our new climate,Vicki Arroyo,"https://www.ted.com/talks/vicki_arroyo_let_s_prepare_for_our_new_climate
",TEDGlobal 2012
1349,Your body language may shape who you are,Amy Cuddy,"https://www.ted.com/talks/amy_cuddy_your_body_language_shapes_who_you_are
",TEDGlobal 2012
1350,Between music and medicine,Robert Gupta,"https://www.ted.com/talks/robert_gupta_between_music_and_medicine
",TEDMED 2012
1351,Terrorism is a failed brand,Jason McCue,"https://www.ted.com/talks/jason_mccue_terrorism_is_a_failed_brand
",TEDGlobal 2012
1352,The self-organizing computer course,Shimon Schocken,"https://www.ted.com/talks/shimon_schocken_the_self_organizing_computer_course
",TEDGlobal 2012
1353,Weaving narratives in museum galleries,Thomas P. Campbell,"https://www.ted.com/talks/thomas_p_campbell_weaving_narratives_in_museum_galleries
",TED2012
1354,3 ways to (usefully) lose control of your brand,Tim Leberecht,"https://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation
",TEDGlobal 2012
1355,"How art, technology and design inform creative leaders",John Maeda,"https://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders
",TEDGlobal 2012
1356,What's so funny about mental illness?,Ruby Wax,"https://www.ted.com/talks/ruby_wax_what_s_so_funny_about_mental_illness
",TEDGlobal 2012
1357,Talk nerdy to me,Melissa Marshall,"https://www.ted.com/talks/melissa_marshall_talk_nerdy_to_me
",TEDGlobal 2012
1358,The secret lives of paintings,Maurizio Seracini,"https://www.ted.com/talks/maurizio_seracini_the_secret_lives_of_paintings
",TEDGlobal 2012
1359,Smart failure for a fast-changing world,Eddie Obeng,"https://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world
",TEDGlobal 2012
1360,Let's pool our medical data,John Wilbanks,"https://www.ted.com/talks/john_wilbanks_let_s_pool_our_medical_data
",TEDGlobal 2012
1361,"Science is for everyone, kids included",Beau Lotto + Amy O'Toole,"https://www.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included
",TEDGlobal 2012
1362,My battle to expose government corruption,Heather Brooke,"https://www.ted.com/talks/heather_brooke_my_battle_to_expose_government_corruption
",TEDGlobal 2012
1363,"Online video -- annotated, remixed and popped",Ryan Merkley,"https://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped
",TEDGlobal 2012
1364,"Actually, the world isn't flat",Pankaj Ghemawat,"https://www.ted.com/talks/pankaj_ghemawat_actually_the_world_isn_t_flat
",TEDGlobal 2012
1365,The strange politics of disgust,David Pizarro,"https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust
",TEDxEast
1366,A child of the state,Lemn Sissay,"https://www.ted.com/talks/lemn_sissay_a_child_of_the_state
",TEDxHousesOfParliament
1367,Metal that breathes,Doris Kim Sung,"https://www.ted.com/talks/doris_kim_sung_metal_that_breathes
",TEDxUSC
1368,A cyber-magic card trick like no other,Marco Tempest,"https://www.ted.com/talks/marco_tempest_a_cyber_magic_card_trick_like_no_other
",TEDGlobal 2012
1369,Why democracy matters,Rory Stewart,"https://www.ted.com/talks/rory_stewart_how_to_rebuild_democracy
",TEDxHousesOfParliament
1370,How open data is changing international aid,Sanjay Pradhan,"https://www.ted.com/talks/sanjay_pradhan_how_open_data_is_changing_international_aid
",TEDGlobal 2012
1371,The secret of the bat genome,Emma Teeling,"https://www.ted.com/talks/emma_teeling_the_secret_of_the_bat_genome
",TEDxDublin
1372,"Healthier men, one moustache at a time",Adam Garone,"https://www.ted.com/talks/adam_garone_healthier_men_one_moustache_at_a_time
",TEDxToronto 2011
1373,What I've learned from my autistic brothers,Faith Jegede Cole,"https://www.ted.com/talks/faith_jegede_what_i_ve_learned_from_my_autistic_brothers
",TED@London
1374,Want to be happier? Stay in the moment,Matt Killingsworth,"https://www.ted.com/talks/matt_killingsworth_want_to_be_happier_stay_in_the_moment
",TEDxCambridge
1375,A new mission for veterans -- disaster relief,Jake Wood,"https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief
",TEDxSanDiego
1376,The beautiful nano details of our world,Gary Greenberg,"https://www.ted.com/talks/gary_greenberg_the_beautiful_nano_details_of_our_world
",TEDxMaui
1377,The tragedy of orphanages,Georgette Mulheir,"https://www.ted.com/talks/georgette_mulheir_the_tragedy_of_orphanages
",TEDSalon London Spring 2012
1378,The future of lying,Jeff Hancock,"https://www.ted.com/talks/jeff_hancock_3_types_of_digital_lies
",TEDxWinnipeg
1379,4 lessons in creativity,Julie Burstein,"https://www.ted.com/talks/julie_burstein_4_lessons_in_creativity
",TED2012
1380,How I started a sanitary napkin revolution!,Arunachalam Muruganantham,"https://www.ted.com/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution
",TED@Bangalore
1381,Love letters to strangers,Hannah Brencher,"https://www.ted.com/talks/hannah_brencher_love_letters_to_strangers
",TED@New York
1382,"How to ""sketch"" with electronics",Leah Buechley,"https://www.ted.com/talks/leah_buechley_how_to_sketch_with_electronics
",TEDYouth 2011
1383,The arts festival revolution,David Binder,"https://www.ted.com/talks/david_binder_the_arts_festival_revolution
",TEDGlobal 2012
1384,Your brain on video games,Daphne Bavelier,"https://www.ted.com/talks/daphne_bavelier_your_brain_on_video_games
",TEDxCHUV
1385,The cheap all-terrain wheelchair,Amos Winter,"https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair
",TEDxBoston 2012
1386,Teen wonders play bluegrass,Sleepy Man Banjo Boys,"https://www.ted.com/talks/teenaged_boy_wonders_play_bluegrass
",TED@New York
1387,Nature. Beauty. Gratitude.,Louie Schwartzberg,"https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
",TEDxSF
1388,Before I die I want to ...,Candy Chang,"https://www.ted.com/talks/candy_chang_before_i_die_i_want_to
",TEDGlobal 2012
1389,Want to help someone? Shut up and listen!,Ernesto Sirolli,"https://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen
",TEDxEQChCh
1390,How to solve traffic jams,Jonas Eliasson,"https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams
",TEDxHelvetia
1391,A broken body isn't a broken person,Janine Shepherd,"https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person
",TEDxKC
1392,Why I love vultures,Munir Virani,"https://www.ted.com/talks/munir_virani_why_i_love_vultures
",TED@Nairobi
1393,"Forget multitasking, try monotasking",Paolo Cardini,"https://www.ted.com/talks/paolo_cardini_forget_multitasking_try_monotasking
",TEDGlobal 2012
1394,Why global jihad is losing,Bobby Ghosh,"https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
",TEDxGeorgetown
1395,A bath without water,Ludwick Marishane,"https://www.ted.com/talks/ludwick_marishane_a_bath_without_water
",TED@Johannesburg
1396,Lessons in business ... from prison,Jeff Smith,"https://www.ted.com/talks/jeff_smith_lessons_in_business_from_prison
",TED@New York
1397,Could tissue engineering mean personalized medicine?,Nina Tandon,"https://www.ted.com/talks/nina_tandon_could_tissue_engineering_mean_personalized_medicine
",TEDGlobal 2012
1398,Please don't take my Air Jordans,Lemon Andersen,"https://www.ted.com/talks/lemon_andersen_performs_please_don_t_take_my_air_jordans
",TEDYouth 2011
1399,"Pool medical patents, save lives",Ellen 't Hoen,"https://www.ted.com/talks/ellen_t_hoen_pool_medical_patents_save_lives
",TEDxZurich 2012
1400,How to separate fact and fiction online,Markham Nolan,"https://www.ted.com/talks/markham_nolan_how_to_separate_fact_and_fiction_online
",TEDSalon London Fall 2012
1401,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Maz Jobrani,"https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar
",TEDxSummit
1402,The dance of the dung beetle,Marcus Byrne,"https://www.ted.com/talks/marcus_byrne_the_dance_of_the_dung_beetle
",TEDxWitsUniversity
1403,Why bother leaving the house?,Ben Saunders,"https://www.ted.com/talks/ben_saunders_why_bother_leaving_the_house
",TEDSalon London Fall 2012
1404,"Excuse me, may I rent your car?",Robin Chase,"https://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car
",TEDGlobal 2012
1405,Beware neuro-bunk,Molly Crockett,"https://www.ted.com/talks/molly_crockett_beware_neuro_bunk
",TEDSalon London Fall 2012
1406,"A father-daughter bond, one photo at a time",Steven Addis,"https://www.ted.com/talks/steven_addis_a_father_daughter_bond_one_photo_at_a_time
",TED2012
1407,What we learned from teetering on the fiscal cliff,Adam Davidson,"https://www.ted.com/talks/adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff
",TEDSalon NY2012
1408,Israel and Iran: A love story?,Ronny Edry,"https://www.ted.com/talks/israel_and_iran_a_love_story
",TEDxJaffa 2012
1409,What fear can teach us,Karen Thompson Walker,"https://www.ted.com/talks/karen_thompson_walker_what_fear_can_teach_us
",TEDGlobal 2012
1410,Re-engineering mosquitos to fight disease,Hadyn Parry,"https://www.ted.com/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease
",TEDSalon London Fall 2012
