,title,main_speaker,website_link,event
2320,Your company's data could help end world hunger,Mallory Soldner,"https://www.ted.com/talks/mallory_soldner_your_company_s_data_could_end_world_hunger
",TED@UPS
2321,4 ways to build a human company in the age of machines,Tim Leberecht,"https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
",TEDSummit
2322,"""Space Oddity""","Amanda Palmer, Jherek Bischoff, Usman Riaz","https://www.ted.com/talks/amanda_palmer_jherek_bischoff_usman_riaz_space_oddity
",TED2016
2323,It's time for women to run for office,Halla Tómasdóttir,"https://www.ted.com/talks/halla_tomasdottir_it_s_time_for_women_to_run_for_office
",TEDWomen 2016
2324,Islamophobia killed my brother. Let's end the hate,Suzanne Barakat,"https://www.ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate
",TEDWomen 2016
2325,Can a divided America heal?,Jonathan Haidt,"https://www.ted.com/talks/jonathan_haidt_can_a_divided_america_heal
",TEDNYC
2326,Easy DIY projects for kid engineers,Fawn Qiu,"https://www.ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers
",TED Residency
2327,"We train soldiers for war. Let's train them to come home, too",Hector Garcia,"https://www.ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too
",TED Talks Live
2328,The urgency of intersectionality,Kimberlé Crenshaw,"https://www.ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality
",TEDWomen 2016
2329,How the blockchain will radically transform the economy,Bettina Warburg,"https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
",TEDSummit
2330,The playful wonderland behind great inventions,Steven Johnson,"https://www.ted.com/talks/steven_johnson_how_play_leads_to_great_inventions
",TED Studio
2331,Help for kids the education system ignores,Victor Rios,"https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores
",TED Talks Live
2332,Math is the hidden secret to understanding the world,Roger Antonsen,"https://www.ted.com/talks/roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world
",TEDxOslo
2333,A political party for women's equality,Sandi Toksvig,"https://www.ted.com/talks/sandi_toksvig_a_political_party_for_women_s_equality
",TEDWomen 2016
2334,What will humans look like in 100 years?,Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years
",TEDSummit
2335,How to speak up for yourself,Adam Galinsky,"https://www.ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself
",TEDxNewYork
2336,We need nuclear power to solve climate change,Joe Lassiter,"https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
",TEDSummit
2337,An interview with the founders of Black Lives Matter,"Alicia Garza, Patrisse Cullors and Opal Tometi","https://www.ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter
",TEDWomen 2016
2338,Maps that show us who we are (not just where we are),Danny Dorling,"https://www.ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are
",TEDxExeter
2339,How an old loop of railroads is changing the face of a city,Ryan Gravel,"https://www.ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city
",TEDNYC
2340,4 larger-than-life lessons from soap operas,Kate Adams,"https://www.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
",TED@UPS
2341,A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,"https://www.ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage
",TEDWomen 2016
2342,Let's clean up the space junk orbiting Earth,Natalie Panek,"https://www.ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth
",TEDxToronto
2343,What I learned from 100 days of rejection,Jia Jiang,"https://www.ted.com/talks/jia_jiang_what_i_learned_from_100_days_of_rejection
",TEDxMtHood
2344,Say your truths and seek them in others,Elizabeth Lesser,"https://www.ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others
",TEDWomen 2016
2345,Do kids think of sperm donors as family?,Veerle Provoost,"https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family
",TEDxGhent
2346,Why curiosity is the key to science and medicine,Kevin B. Jones,"https://www.ted.com/talks/kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine
",TEDxSaltLakeCity
2347,How AI can bring on a second Industrial Revolution,Kevin Kelly,"https://www.ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
",TEDSummit
2348,Could a drug prevent depression and PTSD?,Rebecca Brachman,"https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
",TEDxNewYork
2349,How students of color confront impostor syndrome,Dena Simmons,"https://www.ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome
",TED Talks Live
2350,How to gain control of your free time,Laura Vanderkam,"https://www.ted.com/talks/laura_vanderkam_how_to_gain_control_of_your_free_time
",TEDWomen 2016
2351,Will automation take away all our jobs?,David Autor,"https://www.ted.com/talks/david_autor_why_are_there_still_so_many_jobs
",TEDxCambridge
2352,What will you tell your daughters about 2016?,Chinaka Hodge,"https://www.ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016
",TEDWomen 2016
2353,Why Earth may someday look like Mars,Anjali Tripathi,"https://www.ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars
",TEDxBeaconStreet
2354,It's time to reclaim religion,Sharon Brous,"https://www.ted.com/talks/sharon_brous_it_s_time_to_reclaim_and_reinvent_religion
",TEDWomen 2016
2355,How we explore unanswered questions in physics,James Beacham,"https://www.ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics
",TEDxBerlin
2356,Are you a giver or a taker?,Adam Grant,"https://www.ted.com/talks/adam_grant_are_you_a_giver_or_a_taker
",TED@IBM
2357,The world doesn't need more nuclear weapons,Erika Gregory,"https://www.ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
",TEDWomen 2016
2358,Want kids to learn well? Feed them well,Sam Kass,"https://www.ted.com/talks/sam_kass_want_to_teach_kids_well_feed_them_well
",TED Talks Live
2359,The lies we tell pregnant women,Sofia Jawed-Wessel,"https://www.ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
",TEDxOmaha
2360,A better way to talk about love,Mandy Len Catron,"https://www.ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love
",TEDxSFU
2361,The next step in nanotechnology,George Tulevski,"https://www.ted.com/talks/george_tulevski_the_next_step_in_nanotechnology
",TED@IBM
2362,Meet the inventor of the electronic spreadsheet,Dan Bricklin,"https://www.ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet
",TEDxBeaconStreet
2363,"To solve old problems, study new species",Alejandro Sánchez Alvarado,"https://www.ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
",TEDxKC
2364,"If a story moves you, act on it",Sisonke Msimang,"https://www.ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it
",TEDWomen 2016
2365,What happens when you have a disease doctors can't diagnose,Jennifer Brea,"https://www.ted.com/talks/jen_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose
",TEDSummit
2366,How online abuse of women has spiraled out of control,Ashley Judd,"https://www.ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control
",TEDWomen 2016
2367,Art made of the air we breathe,Emily Parsons-Lord,"https://www.ted.com/talks/emily_parsons_lord_art_made_of_the_air_we_breathe
",TEDxYouth@Sydney
2368,How to have better political conversations,Robb Willer,"https://www.ted.com/talks/robb_willer_how_to_have_better_political_conversations
",TEDxMarin
2369,The ethical dilemma of designer babies,Paul Knoepfler,"https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
",TEDxVienna
2370,Buildings that blend nature and city,Jeanne Gang,"https://www.ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city
",TEDWomen 2016
2371,Where is cybercrime really coming from?,Caleb Barlow,"https://www.ted.com/talks/caleb_barlow_where_is_cybercrime_really_coming_from
",TED@IBM
2372,What we don't know about Europe's Muslim kids,Deeyah Khan,"https://www.ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
",TEDxExeter
2373,A young scientist's quest for clean water,Deepika Kurup,"https://www.ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water
",TEDWomen 2016
2374,Help discover ancient ruins -- before it's too late,Sarah Parcak,"https://www.ted.com/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late
",TED2016
2375,Why you should love statistics,Alan Smith,"https://www.ted.com/talks/alan_smith_why_we_re_so_bad_at_statistics
",TEDxExeter
2376,How to get better at the things you care about,Eduardo Briceño,"https://www.ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about
",TEDxManhattanBeach
2377,My son was a Columbine shooter. This is my story,Sue Klebold,"https://www.ted.com/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story
",TEDMED 2016
2378,What time is it on Mars?,Nagin Cox,"https://www.ted.com/talks/nagin_cox_what_time_is_it_on_mars
",TEDxBeaconStreet
2379,The incredible inventions of intuitive AI,Maurice Conti,"https://www.ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
",TEDxPortland
2380,Our story of rape and reconciliation,Thordis Elva and Tom Stranger,"https://www.ted.com/talks/thordis_elva_tom_stranger_our_story_of_rape_and_reconciliation
",TEDWomen 2016
2381,New nanotech to detect cancer early,Joshua Smith,"https://www.ted.com/talks/joshua_smith_new_nanotech_to_catch_cancer_early
",TED@IBM
2382,4 ways to make a city more walkable,Jeff Speck,"https://www.ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable
",TEDxMidAtlantic
2383,What it's like to be a parent in a war zone,Aala El-Khani,"https://www.ted.com/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone
",TEDxManchester
2384,How racism harms pregnant women -- and what can help,Miriam Zoila Pérez,"https://www.ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help
",TEDWomen 2016
2385,An electrifying acoustic guitar performance, Rodrigo y Gabriela,"https://www.ted.com/talks/rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance
",TED2015
2386,How to practice safe sexting,Amy Adele Hasinoff,"https://www.ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting
",TEDxMileHigh
2387,3 ways to fix a broken news industry,Lara Setrakian,"https://www.ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry
",TEDNYC
2388,How jails extort the poor,Salil Dudani,"https://www.ted.com/talks/salil_dudani_how_jails_extort_the_poor
",TEDxStanford
2389,Don't fear superintelligent AI,Grady Booch,"https://www.ted.com/talks/grady_booch_don_t_fear_superintelligence
",TED@IBM
2390,Nationalism vs. globalism: the new political divide,Yuval Noah Harari,"https://www.ted.com/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide
",TED Dialogues
2391,The racial politics of time,Brittney Cooper,"https://www.ted.com/talks/brittney_cooper_the_racial_politics_of_time
",TEDWomen 2016
2392,A robot that eats pollution,Jonathan Rossiter,"https://www.ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution
",TEDxWarwick
2393,A few ways to fix a government,Charity Wayua,"https://www.ted.com/talks/charity_wayua_a_few_ways_to_fix_an_ailing_government
",TED@IBM
2394,The data behind Hollywood's sexism,Stacy Smith,"https://www.ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism
",TEDWomen 2016
2395,"Smelfies, and other experiments in synthetic biology",Ani Liu,"https://www.ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology
",TEDxBeaconStreet
2396,This app makes it fun to pick up litter,Jeff Kirschner,"https://www.ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter
",TED Residency
2397,"What I learned from 2,000 obituaries",Lux Narayan,"https://www.ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries
",TEDNYC
2398,Stories from a home for terminally ill children,Kathy Hull,"https://www.ted.com/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children
",TEDWomen 2016
2399,"""Rollercoaster""",Sara Ramirez,"https://www.ted.com/talks/sara_ramirez_and_michael_pemberton_rollercoaster
",TED Talks Live
2400,A scientific approach to the paranormal,Carrie Poppy,"https://www.ted.com/talks/carrie_poppy_a_scientific_approach_to_the_paranormal
",TEDxVienna
2401,I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,"https://www.ted.com/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left
",TEDNYC
2402,"To raise brave girls, encourage adventure",Caroline Paul,"https://www.ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure
",TEDWomen 2016
2403,Why women should tell the stories of humanity,Jude Kelly,"https://www.ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity
",TEDWomen 2016
2404,How I'm fighting bias in algorithms,Joy Buolamwini,"https://www.ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms
",TEDxBeaconStreet
2405,Beautiful new words to describe obscure emotions,John Koenig,"https://www.ted.com/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions
",TEDxBerkeley
2406,A burial practice that nourishes the planet,Caitlin Doughty,"https://www.ted.com/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet
",TEDMED 2016
2407,Adventures of an asteroid hunter,Carrie Nugent,"https://www.ted.com/talks/carrie_nugent_adventures_of_an_asteroid_hunter
",TED2016
2408,What young women believe about their own sexual pleasure,Peggy Orenstein,"https://www.ted.com/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure
",TEDWomen 2016
2409,Should we simplify spelling?,Karina Galperin,"https://www.ted.com/talks/karina_galperin_why_don_t_we_write_words_the_way_pronounce_them
",TEDxRiodelaPlata
2410,"""Turceasca""", Silk Road Ensemble,"https://www.ted.com/talks/silk_road_ensemble_turceasca
",TED2016
2411,Inside America's dead shopping malls,Dan Bell,"https://www.ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls
",TEDxMidAtlantic
2412,Lifelike simulations that make real-life surgery safer,Peter Weinstock,"https://www.ted.com/talks/peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer
",TEDxNatick
2413,"Asking for help is a strength, not a weakness",Michele L. Sullivan,"https://www.ted.com/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness
",TEDWomen 2016
2414,Why civilians suffer more once a war is over,Margaret Bourdeaux,"https://www.ted.com/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over
",TEDxBeaconStreet
2415,Who would the rest of the world vote for in your country's election?,Simon Anholt,"https://www.ted.com/talks/simon_anholt_how_would_the_rest_of_the_world_vote_in_your_country_s_election
",TEDxFrankfurt
2416,3 ways to spot a bad statistic,Mona Chalabi,"https://www.ted.com/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic
",TEDNYC
